Test at 17:52,,,,y = 2E-10x3 - 2E-06x2 + 0.0058x + 49.68
21,54,4100003,01:08:20.3,
21,54,4105004,01:08:25.4,
21,54,4110003,01:08:30.3,
21,54,4115003,01:08:35.3,
21,54,4120003,01:08:40.3,
21,54,4125003,01:08:45.3,
21,54,4130003,01:08:50.3,
21,54,4135003,01:08:55.3,
21,54,4140003,01:09:00.3,
21,54,4145003,01:09:05.3,
21,54,4150003,01:09:10.3,
21,54,4155003,01:09:15.3,
21,54,4160003,01:09:20.3,
21,54,4165003,01:09:25.3,
21,53,4170003,01:09:30.3,
21,53,4175003,01:09:35.3,
21,53,4180003,01:09:40.3,
21,53,4185004,01:09:45.4,
21,53,4190003,01:09:50.3,
21,53,4195003,01:09:55.3,
21,53,4200003,01:10:00.3,
21,53,4205003,01:10:05.3,
21,53,4210003,01:10:10.3,
21,53,4215003,01:10:15.3,
21,54,4220003,01:10:20.3,
21,54,4225003,01:10:25.3,
21,53,4230003,01:10:30.3,
21,53,4235009,01:10:35.9,
21,53,4240003,01:10:40.3,
21,53,4245003,01:10:45.3,
21,53,4250003,01:10:50.3,
21,53,4255003,01:10:55.3,
21,53,4260003,01:11:00.3,
21,53,4265004,01:11:05.4,
21,53,4270003,01:11:10.3,
21,53,4275003,01:11:15.3,
21,53,4280003,01:11:20.3,
21,53,4285003,01:11:25.3,
21,53,4290003,01:11:30.3,
21,53,4295003,01:11:35.3,
21,53,4300003,01:11:40.3,
21,53,4305003,01:11:45.3,
21,53,4310003,01:11:50.3,
21,53,4315003,01:11:55.3,
21,53,4320003,01:12:00.3,
21,53,4325003,01:12:05.3,
21,53,4330003,01:12:10.3,
21,53,4335003,01:12:15.3,
21,53,4340003,01:12:20.3,
21,53,4345004,01:12:25.4,
21,53,4350003,01:12:30.3,
21,53,4355003,01:12:35.3,
21,53,4360003,01:12:40.3,
21,53,4365003,01:12:45.3,
21,53,4370003,01:12:50.3,
21,53,4375003,01:12:55.3,
21,53,4380012,01:13:00.12,
21,53,4385003,01:13:05.3,
21,53,4390003,01:13:10.3,
21,53,4395003,01:13:15.3,
21,53,4400003,01:13:20.3,
21,53,4405003,01:13:25.3,
21,53,4410003,01:13:30.3,
21,53,4415003,01:13:35.3,
21,53,4420003,01:13:40.3,
21,53,4425004,01:13:45.4,
21,53,4430003,01:13:50.3,
21,53,4435003,01:13:55.3,
21,53,4440003,01:14:00.3,
21,53,4445003,01:14:05.3,
21,53,4450003,01:14:10.3,
21,53,4455003,01:14:15.3,
21,53,4460003,01:14:20.3,
21,53,4465003,01:14:25.3,
21,53,4470003,01:14:30.3,
21,53,4475003,01:14:35.3,
21,53,4480003,01:14:40.3,
21,53,4485003,01:14:45.3,
21,53,4490003,01:14:50.3,
21,53,4495003,01:14:55.3,
21,53,4500003,01:15:00.3,
21,53,4505004,01:15:05.4,
21,53,4510003,01:15:10.3,
21,53,4515003,01:15:15.3,
21,53,4520003,01:15:20.3,
21,53,4525003,01:15:25.3,
21,53,4530003,01:15:30.3,
21,53,4535003,01:15:35.3,
21,53,4540003,01:15:40.3,
21,53,4545003,01:15:45.3,
21,53,4550003,01:15:50.3,
21,53,4555003,01:15:55.3,
21,53,4560003,01:16:00.3,
21,53,4565003,01:16:05.3,
21,53,4570003,01:16:10.3,
21,53,4575003,01:16:15.3,
21,53,4580003,01:16:20.3,
21,53,4585004,01:16:25.4,
21,53,4590003,01:16:30.3,
21,53,4595003,01:16:35.3,
21,53,4600003,01:16:40.3,
20,53,4605003,01:16:45.3,
21,53,4610003,01:16:50.3,
21,53,4615003,01:16:55.3,
21,53,4620003,01:17:00.3,
21,53,4625003,01:17:05.3,
21,53,4630003,01:17:10.3,
21,53,4635003,01:17:15.3,
21,53,4640003,01:17:20.3,
21,53,4645003,01:17:25.3,
21,53,4650003,01:17:30.3,
21,53,4655003,01:17:35.3,
21,53,4660003,01:17:40.3,
21,53,4665004,01:17:45.4,
21,53,4670003,01:17:50.3,
21,53,4675003,01:17:55.3,
21,53,4680003,01:18:00.3,
21,53,4685003,01:18:05.3,
21,53,4690003,01:18:10.3,
21,53,4695003,01:18:15.3,
21,53,4700003,01:18:20.3,
21,53,4705003,01:18:25.3,
21,53,4710003,01:18:30.3,
21,53,4715003,01:18:35.3,
21,53,4720003,01:18:40.3,
21,53,4725003,01:18:45.3,
21,53,4730003,01:18:50.3,
21,53,4735003,01:18:55.3,
21,53,4740003,01:19:00.3,
21,53,4745004,01:19:05.4,
21,53,4750003,01:19:10.3,
21,53,4755003,01:19:15.3,
21,53,4760003,01:19:20.3,
21,53,4765003,01:19:25.3,
21,53,4770003,01:19:30.3,
21,53,4775003,01:19:35.3,
21,53,4780003,01:19:40.3,
20,53,4785003,01:19:45.3,
21,53,4790003,01:19:50.3,
21,53,4795003,01:19:55.3,
21,53,4800003,01:20:00.3,
21,53,4805003,01:20:05.3,
21,53,4810003,01:20:10.3,
21,53,4815003,01:20:15.3,
21,53,4820003,01:20:20.3,
21,53,4825004,01:20:25.4,
21,53,4830003,01:20:30.3,
21,53,4835003,01:20:35.3,
21,53,4840003,01:20:40.3,
21,53,4845003,01:20:45.3,
21,53,4850003,01:20:50.3,
21,53,4855003,01:20:55.3,
21,53,4860003,01:21:00.3,
21,53,4865003,01:21:05.3,
21,53,4870003,01:21:10.3,
21,53,4875003,01:21:15.3,
21,53,4880003,01:21:20.3,
21,53,4885003,01:21:25.3,
21,53,4890003,01:21:30.3,
21,53,4895003,01:21:35.3,
21,53,4900003,01:21:40.3,
21,53,4905004,01:21:45.4,
21,53,4910003,01:21:50.3,
21,53,4915003,01:21:55.3,
21,53,4920003,01:22:00.3,
21,53,4925003,01:22:05.3,
21,53,4930003,01:22:10.3,
21,53,4935003,01:22:15.3,
21,53,4940003,01:22:20.3,
21,53,4945003,01:22:25.3,
21,53,4950003,01:22:30.3,
20,53,4955003,01:22:35.3,
21,53,4960003,01:22:40.3,
21,53,4965003,01:22:45.3,
21,53,4970003,01:22:50.3,
21,53,4975003,01:22:55.3,
21,53,4980003,01:23:00.3,
21,53,4985004,01:23:05.4,
21,53,4990003,01:23:10.3,
21,53,4995003,01:23:15.3,
21,53,5000003,01:23:20.3,
21,53,5005003,01:23:25.3,
21,53,5010003,01:23:30.3,
21,53,5015003,01:23:35.3,
21,53,5020003,01:23:40.3,
21,53,5025003,01:23:45.3,
21,53,5030003,01:23:50.3,
21,53,5035003,01:23:55.3,
21,53,5040003,01:24:00.3,
21,53,5045003,01:24:05.3,
20,53,5050003,01:24:10.3,
21,53,5055003,01:24:15.3,
21,53,5060003,01:24:20.3,
21,53,5065004,01:24:25.4,
21,53,5070003,01:24:30.3,
21,53,5075003,01:24:35.3,
21,53,5080003,01:24:40.3,
21,53,5085003,01:24:45.3,
21,53,5090003,01:24:50.3,
21,53,5095003,01:24:55.3,
21,53,5100003,01:25:00.3,
21,53,5105003,01:25:05.3,
21,53,5110003,01:25:10.3,
21,53,5115003,01:25:15.3,
21,53,5120003,01:25:20.3,
21,53,5125003,01:25:25.3,
21,53,5130003,01:25:30.3,
21,53,5135003,01:25:35.3,
21,53,5140003,01:25:40.3,
21,53,5145004,01:25:45.4,
21,53,5150003,01:25:50.3,
21,53,5155003,01:25:55.3,
21,53,5160003,01:26:00.3,
21,53,5165006,01:26:05.6,
21,53,5170003,01:26:10.3,
21,53,5175003,01:26:15.3,
21,53,5180003,01:26:20.3,
21,53,5185003,01:26:25.3,
21,53,5190003,01:26:30.3,
21,53,5195003,01:26:35.3,
21,53,5200003,01:26:40.3,
21,53,5205003,01:26:45.3,
21,53,5210003,01:26:50.3,
21,53,5215003,01:26:55.3,
21,53,5220003,01:27:00.3,
21,53,5225004,01:27:05.4,
21,53,5230003,01:27:10.3,
21,53,5235003,01:27:15.3,
21,53,5240003,01:27:20.3,
21,53,5245003,01:27:25.3,
21,53,5250003,01:27:30.3,
21,53,5255003,01:27:35.3,
21,53,5260003,01:27:40.3,
21,53,5265003,01:27:45.3,
21,53,5270003,01:27:50.3,
21,53,5275003,01:27:55.3,
21,53,5280003,01:28:00.3,
21,53,5285003,01:28:05.3,
21,53,5290003,01:28:10.3,
21,53,5295003,01:28:15.3,
21,53,5300003,01:28:20.3,
21,53,5305004,01:28:25.4,
21,53,5310003,01:28:30.3,
21,53,5315003,01:28:35.3,
21,53,5320003,01:28:40.3,
21,53,5325003,01:28:45.3,
21,53,5330003,01:28:50.3,
21,53,5335003,01:28:55.3,
21,53,5340003,01:29:00.3,
21,53,5345003,01:29:05.3,
21,53,5350003,01:29:10.3,
21,53,5355003,01:29:15.3,
21,53,5360003,01:29:20.3,
21,53,5365003,01:29:25.3,
21,53,5370003,01:29:30.3,
21,53,5375003,01:29:35.3,
21,53,5380003,01:29:40.3,
21,53,5385004,01:29:45.4,
21,53,5390003,01:29:50.3,
21,53,5395003,01:29:55.3,
21,53,5400003,01:30:00.3,
21,53,5405003,01:30:05.3,
21,53,5410003,01:30:10.3,
21,53,5415003,01:30:15.3,
21,53,5420003,01:30:20.3,
21,53,5425003,01:30:25.3,
21,53,5430003,01:30:30.3,
21,53,5435003,01:30:35.3,
21,53,5440003,01:30:40.3,
21,53,5445003,01:30:45.3,
21,53,5450009,01:30:50.9,
21,53,5455005,01:30:55.5,
21,53,5460003,01:31:00.3,
21,53,5465004,01:31:05.4,
21,53,5470003,01:31:10.3,
21,53,5475003,01:31:15.3,
21,53,5480003,01:31:20.3,
21,53,5485003,01:31:25.3,
21,53,5490003,01:31:30.3,
21,53,5495003,01:31:35.3,
21,53,5500003,01:31:40.3,
21,53,5505003,01:31:45.3,
21,53,5510003,01:31:50.3,
21,53,5515003,01:31:55.3,
21,53,5520003,01:32:00.3,
21,53,5525003,01:32:05.3,
21,53,5530003,01:32:10.3,
21,53,5535003,01:32:15.3,
21,53,5540003,01:32:20.3,
21,53,5545004,01:32:25.4,
21,53,5550003,01:32:30.3,
21,53,5555003,01:32:35.3,
21,53,5560003,01:32:40.3,
21,53,5565003,01:32:45.3,
21,53,5570003,01:32:50.3,
21,53,5575003,01:32:55.3,
21,53,5580003,01:33:00.3,
21,53,5585003,01:33:05.3,
21,53,5590003,01:33:10.3,
21,53,5595003,01:33:15.3,
21,53,5600003,01:33:20.3,
21,53,5605003,01:33:25.3,
21,53,5610003,01:33:30.3,
21,53,5615003,01:33:35.3,
21,53,5620003,01:33:40.3,
21,53,5625004,01:33:45.4,
21,53,5630003,01:33:50.3,
21,53,5635003,01:33:55.3,
21,53,5640003,01:34:00.3,
21,53,5645003,01:34:05.3,
21,53,5650003,01:34:10.3,
21,53,5655003,01:34:15.3,
21,53,5660003,01:34:20.3,
21,53,5665003,01:34:25.3,
21,53,5670003,01:34:30.3,
21,53,5675003,01:34:35.3,
21,53,5680003,01:34:40.3,
21,53,5685003,01:34:45.3,
21,53,5690003,01:34:50.3,
21,53,5695003,01:34:55.3,
21,53,5700003,01:35:00.3,
21,53,5705004,01:35:05.4,
21,53,5710003,01:35:10.3,
21,53,5715003,01:35:15.3,
21,53,5720003,01:35:20.3,
21,53,5725003,01:35:25.3,
21,53,5730003,01:35:30.3,
21,53,5735003,01:35:35.3,
21,53,5740003,01:35:40.3,
21,53,5745003,01:35:45.3,
21,53,5750003,01:35:50.3,
21,53,5755003,01:35:55.3,
21,53,5760003,01:36:00.3,
21,53,5765003,01:36:05.3,
21,53,5770003,01:36:10.3,
21,53,5775003,01:36:15.3,
21,53,5780003,01:36:20.3,
21,53,5785004,01:36:25.4,
20,53,5790003,01:36:30.3,
21,53,5795003,01:36:35.3,
21,53,5800003,01:36:40.3,
21,53,5805003,01:36:45.3,
21,53,5810003,01:36:50.3,
21,53,5815003,01:36:55.3,
21,53,5820003,01:37:00.3,
21,53,5825003,01:37:05.3,
21,53,5830003,01:37:10.3,
21,53,5835003,01:37:15.3,
21,53,5840003,01:37:20.3,
21,53,5845003,01:37:25.3,
21,53,5850003,01:37:30.3,
21,53,5855003,01:37:35.3,
21,53,5860003,01:37:40.3,
21,53,5865004,01:37:45.4,
21,53,5870004,01:37:50.4,
21,53,5875003,01:37:55.3,
21,53,5880003,01:38:00.3,
21,53,5885003,01:38:05.3,
21,53,5890003,01:38:10.3,
21,53,5895003,01:38:15.3,
21,53,5900003,01:38:20.3,
21,53,5905003,01:38:25.3,
21,53,5910003,01:38:30.3,
21,53,5915003,01:38:35.3,
21,53,5920003,01:38:40.3,
20,53,5925003,01:38:45.3,
21,53,5930003,01:38:50.3,
21,53,5935003,01:38:55.3,
20,53,5940003,01:39:00.3,
21,53,5945004,01:39:05.4,
21,53,5950003,01:39:10.3,
21,53,5955003,01:39:15.3,
21,53,5960003,01:39:20.3,
21,53,5965003,01:39:25.3,
20,53,5970003,01:39:30.3,
21,53,5975003,01:39:35.3,
20,53,5980003,01:39:40.3,
21,53,5985003,01:39:45.3,
21,53,5990003,01:39:50.3,
21,53,5995003,01:39:55.3,
21,53,6000003,01:40:00.3,
21,53,6005003,01:40:05.3,
21,53,6010003,01:40:10.3,
21,53,6015003,01:40:15.3,
21,53,6020003,01:40:20.3,
21,53,6025004,01:40:25.4,
21,53,6030003,01:40:30.3,
21,53,6035003,01:40:35.3,
21,53,6040003,01:40:40.3,
21,53,6045003,01:40:45.3,
21,53,6050003,01:40:50.3,
21,53,6055003,01:40:55.3,
21,53,6060003,01:41:00.3,
21,53,6065003,01:41:05.3,
21,53,6070003,01:41:10.3,
21,53,6075003,01:41:15.3,
20,53,6080003,01:41:20.3,
21,53,6085003,01:41:25.3,
21,53,6090003,01:41:30.3,
21,53,6095003,01:41:35.3,
21,53,6100003,01:41:40.3,
21,53,6105004,01:41:45.4,
21,53,6110003,01:41:50.3,
21,53,6115003,01:41:55.3,
21,53,6120003,01:42:00.3,
21,53,6125003,01:42:05.3,
21,53,6130003,01:42:10.3,
21,53,6135003,01:42:15.3,
21,53,6140003,01:42:20.3,
21,53,6145003,01:42:25.3,
21,53,6150003,01:42:30.3,
21,53,6155003,01:42:35.3,
21,53,6160003,01:42:40.3,
21,53,6165003,01:42:45.3,
21,53,6170003,01:42:50.3,
21,53,6175003,01:42:55.3,
21,53,6180003,01:43:00.3,
21,53,6185004,01:43:05.4,
21,53,6190003,01:43:10.3,
21,53,6195003,01:43:15.3,
21,53,6200003,01:43:20.3,
21,53,6205003,01:43:25.3,
21,53,6210003,01:43:30.3,
21,53,6215003,01:43:35.3,
21,53,6220003,01:43:40.3,
21,53,6225003,01:43:45.3,
21,53,6230003,01:43:50.3,
21,53,6235003,01:43:55.3,
21,53,6240003,01:44:00.3,
21,53,6245003,01:44:05.3,
21,53,6250003,01:44:10.3,
21,53,6255003,01:44:15.3,
21,53,6260003,01:44:20.3,
21,53,6265004,01:44:25.4,
21,53,6270003,01:44:30.3,
21,53,6275003,01:44:35.3,
21,53,6280003,01:44:40.3,
21,53,6285003,01:44:45.3,
21,53,6290003,01:44:50.3,
21,53,6295003,01:44:55.3,
21,53,6300003,01:45:00.3,
21,53,6305003,01:45:05.3,
21,53,6310003,01:45:10.3,
21,53,6315003,01:45:15.3,
21,53,6320003,01:45:20.3,
21,53,6325003,01:45:25.3,
21,53,6330003,01:45:30.3,
21,53,6335003,01:45:35.3,
21,53,6340003,01:45:40.3,
21,53,6345004,01:45:45.4,
21,53,6350003,01:45:50.3,
21,53,6355003,01:45:55.3,
21,53,6360003,01:46:00.3,
21,53,6365003,01:46:05.3,
21,53,6370003,01:46:10.3,
20,53,6375003,01:46:15.3,
21,53,6380007,01:46:20.7,
21,53,6385003,01:46:25.3,
21,53,6390003,01:46:30.3,
21,53,6395003,01:46:35.3,
21,53,6400003,01:46:40.3,
21,53,6405003,01:46:45.3,
21,53,6410003,01:46:50.3,
21,53,6415003,01:46:55.3,
21,53,6420003,01:47:00.3,
21,53,6425004,01:47:05.4,
20,53,6430003,01:47:10.3,
21,53,6435003,01:47:15.3,
21,53,6440003,01:47:20.3,
21,53,6445003,01:47:25.3,
21,53,6450003,01:47:30.3,
21,53,6455003,01:47:35.3,
21,53,6460003,01:47:40.3,
21,53,6465003,01:47:45.3,
21,53,6470003,01:47:50.3,
21,53,6475003,01:47:55.3,
21,53,6480003,01:48:00.3,
21,53,6485003,01:48:05.3,
21,53,6490003,01:48:10.3,
21,53,6495003,01:48:15.3,
21,53,6500003,01:48:20.3,
21,53,6505004,01:48:25.4,
21,53,6510003,01:48:30.3,
21,53,6515003,01:48:35.3,
21,53,6520003,01:48:40.3,
21,53,6525004,01:48:45.4,
21,53,6530003,01:48:50.3,
21,53,6535003,01:48:55.3,
21,53,6540003,01:49:00.3,
21,53,6545003,01:49:05.3,
21,53,6550003,01:49:10.3,
21,53,6555003,01:49:15.3,
21,53,6560003,01:49:20.3,
21,53,6565003,01:49:25.3,
21,53,6570003,01:49:30.3,
21,53,6575003,01:49:35.3,
21,53,6580003,01:49:40.3,
21,53,6585004,01:49:45.4,
21,53,6590003,01:49:50.3,
21,53,6595003,01:49:55.3,
21,53,6600003,01:50:00.3,
21,53,6605003,01:50:05.3,
21,53,6610003,01:50:10.3,
21,53,6615003,01:50:15.3,
21,53,6620003,01:50:20.3,
21,53,6625003,01:50:25.3,
21,53,6630003,01:50:30.3,
21,53,6635003,01:50:35.3,
21,53,6640003,01:50:40.3,
21,53,6645003,01:50:45.3,
21,53,6650003,01:50:50.3,
21,53,6655003,01:50:55.3,
21,53,6660003,01:51:00.3,
21,53,6665004,01:51:05.4,
21,53,6670006,01:51:10.6,
21,53,6675003,01:51:15.3,
21,53,6680003,01:51:20.3,
21,53,6685003,01:51:25.3,
21,53,6690003,01:51:30.3,
21,53,6695003,01:51:35.3,
21,53,6700003,01:51:40.3,
21,53,6705003,01:51:45.3,
21,53,6710003,01:51:50.3,
21,53,6715003,01:51:55.3,
21,53,6720003,01:52:00.3,
21,53,6725003,01:52:05.3,
21,53,6730003,01:52:10.3,
21,53,6735003,01:52:15.3,
21,53,6740003,01:52:20.3,
21,53,6745004,01:52:25.4,
21,53,6750003,01:52:30.3,
21,53,6755003,01:52:35.3,
21,53,6760003,01:52:40.3,
21,53,6765003,01:52:45.3,
21,53,6770003,01:52:50.3,
21,53,6775003,01:52:55.3,
21,52,6780003,01:53:00.3,
21,53,6785003,01:53:05.3,
21,53,6790003,01:53:10.3,
21,53,6795003,01:53:15.3,
21,52,6800003,01:53:20.3,
21,53,6805003,01:53:25.3,
21,53,6810003,01:53:30.3,
21,53,6815003,01:53:35.3,
21,52,6820003,01:53:40.3,
21,53,6825004,01:53:45.4,
21,53,6830004,01:53:50.4,
21,52,6835003,01:53:55.3,
21,53,6840003,01:54:00.3,
21,53,6845003,01:54:05.3,
21,52,6850003,01:54:10.3,
21,52,6855003,01:54:15.3,
21,53,6860003,01:54:20.3,
21,53,6865003,01:54:25.3,
21,53,6870003,01:54:30.3,
21,53,6875003,01:54:35.3,
21,53,6880003,01:54:40.3,
21,52,6885003,01:54:45.3,
21,52,6890003,01:54:50.3,
21,52,6895003,01:54:55.3,
21,53,6900003,01:55:00.3,
21,52,6905004,01:55:05.4,
21,52,6910003,01:55:10.3,
21,53,6915004,01:55:15.4,
21,53,6920003,01:55:20.3,
21,53,6925003,01:55:25.3,
21,52,6930004,01:55:30.4,
21,53,6935003,01:55:35.3,
21,52,6940003,01:55:40.3,
21,52,6945003,01:55:45.3,
21,52,6950003,01:55:50.3,
21,53,6955003,01:55:55.3,
21,52,6960003,01:56:00.3,
21,52,6965003,01:56:05.3,
21,52,6970003,01:56:10.3,
21,52,6975003,01:56:15.3,
21,52,6980003,01:56:20.3,
21,52,6985004,01:56:25.4,
21,52,6990004,01:56:30.4,
21,52,6995003,01:56:35.3,
21,52,7000003,01:56:40.3,
21,52,7005003,01:56:45.3,
21,52,7010003,01:56:50.3,
21,52,7015003,01:56:55.3,
21,52,7020003,01:57:00.3,
21,52,7025004,01:57:05.4,
21,52,7030003,01:57:10.3,
21,52,7035003,01:57:15.3,
21,52,7040003,01:57:20.3,
21,52,7045003,01:57:25.3,
21,52,7050003,01:57:30.3,
21,52,7055003,01:57:35.3,
21,52,7060003,01:57:40.3,
21,52,7065004,01:57:45.4,
21,52,7070004,01:57:50.4,
21,52,7075003,01:57:55.3,
21,52,7080003,01:58:00.3,
21,52,7085003,01:58:05.3,
21,52,7090003,01:58:10.3,
21,52,7095003,01:58:15.3,
21,52,7100003,01:58:20.3,
21,52,7105003,01:58:25.3,
21,52,7110003,01:58:30.3,
21,52,7115003,01:58:35.3,
21,52,7120003,01:58:40.3,
21,52,7125003,01:58:45.3,
21,52,7130003,01:58:50.3,
21,52,7135003,01:58:55.3,
21,52,7140003,01:59:00.3,
21,52,7145004,01:59:05.4,
21,52,7150003,01:59:10.3,
21,52,7155003,01:59:15.3,
21,52,7160003,01:59:20.3,
21,52,7165003,01:59:25.3,
21,52,7170004,01:59:30.4,
21,52,7175003,01:59:35.3,
21,52,7180003,01:59:40.3,
21,52,7185003,01:59:45.3,
21,52,7190003,01:59:50.3,
21,52,7195003,01:59:55.3,
21,52,7200004,02:00:00.4,
21,52,7205003,02:00:05.3,
21,52,7210003,02:00:10.3,
21,52,7215003,02:00:15.3,
21,52,7220003,02:00:20.3,
21,52,7225004,02:00:25.4,
21,52,7230003,02:00:30.3,
21,52,7235003,02:00:35.3,
21,52,7240003,02:00:40.3,
21,52,7245003,02:00:45.3,
21,52,7250004,02:00:50.4,
21,52,7255003,02:00:55.3,
21,52,7260003,02:01:00.3,
21,52,7265003,02:01:05.3,
21,52,7270003,02:01:10.3,
21,52,7275003,02:01:15.3,
21,52,7280003,02:01:20.3,
21,52,7285003,02:01:25.3,
21,52,7290003,02:01:30.3,
21,52,7295003,02:01:35.3,
21,52,7300003,02:01:40.3,
21,52,7305004,02:01:45.4,
21,52,7310005,02:01:50.5,
21,52,7315003,02:01:55.3,
21,52,7320003,02:02:00.3,
21,52,7325003,02:02:05.3,
21,52,7330003,02:02:10.3,
21,52,7335003,02:02:15.3,
21,52,7340003,02:02:20.3,
21,52,7345003,02:02:25.3,
21,52,7350003,02:02:30.3,
21,52,7355003,02:02:35.3,
21,52,7360003,02:02:40.3,
21,52,7365003,02:02:45.3,
21,52,7370003,02:02:50.3,
21,52,7375003,02:02:55.3,
21,52,7380003,02:03:00.3,
21,52,7385004,02:03:05.4,
21,52,7390003,02:03:10.3,
21,52,7395003,02:03:15.3,
21,52,7400003,02:03:20.3,
21,52,7405003,02:03:25.3,
21,52,7410003,02:03:30.3,
21,52,7415003,02:03:35.3,
21,52,7420003,02:03:40.3,
21,52,7425003,02:03:45.3,
21,52,7430003,02:03:50.3,
21,52,7435003,02:03:55.3,
21,52,7440003,02:04:00.3,
21,52,7445003,02:04:05.3,
21,52,7450004,02:04:10.4,
21,52,7455003,02:04:15.3,
21,52,7460003,02:04:20.3,
21,52,7465004,02:04:25.4,
21,52,7470003,02:04:30.3,
21,52,7475003,02:04:35.3,
21,52,7480003,02:04:40.3,
21,52,7485003,02:04:45.3,
21,52,7490003,02:04:50.3,
21,52,7495003,02:04:55.3,
21,52,7500003,02:05:00.3,
21,52,7505003,02:05:05.3,
21,52,7510004,02:05:10.4,
21,52,7515003,02:05:15.3,
21,52,7520003,02:05:20.3,
21,52,7525003,02:05:25.3,
21,52,7530003,02:05:30.3,
21,52,7535003,02:05:35.3,
21,52,7540003,02:05:40.3,
21,52,7545004,02:05:45.4,
21,52,7550003,02:05:50.3,
21,52,7555004,02:05:55.4,
21,52,7560003,02:06:00.3,
21,52,7565003,02:06:05.3,
21,52,7570003,02:06:10.3,
21,52,7575003,02:06:15.3,
21,52,7580003,02:06:20.3,
21,52,7585003,02:06:25.3,
21,52,7590003,02:06:30.3,
21,52,7595009,02:06:35.9,
21,52,7600003,02:06:40.3,
21,52,7605003,02:06:45.3,
21,52,7610003,02:06:50.3,
21,52,7615003,02:06:55.3,
21,52,7620004,02:07:00.4,
21,52,7625004,02:07:05.4,
21,52,7630003,02:07:10.3,
21,52,7635003,02:07:15.3,
21,52,7640003,02:07:20.3,
21,52,7645003,02:07:25.3,
21,52,7650003,02:07:30.3,
21,52,7655003,02:07:35.3,
21,52,7660003,02:07:40.3,
21,52,7665003,02:07:45.3,
21,52,7670003,02:07:50.3,
21,52,7675003,02:07:55.3,
21,52,7680003,02:08:00.3,
21,52,7685003,02:08:05.3,
21,52,7690003,02:08:10.3,
21,52,7695003,02:08:15.3,
21,52,7700003,02:08:20.3,
21,52,7705004,02:08:25.4,
21,52,7710003,02:08:30.3,
21,52,7715004,02:08:35.4,
21,52,7720003,02:08:40.3,
21,52,7725003,02:08:45.3,
21,52,7730003,02:08:50.3,
21,52,7735003,02:08:55.3,
21,52,7740012,02:09:00.12,
21,52,7745003,02:09:05.3,
21,52,7750003,02:09:10.3,
21,53,7755003,02:09:15.3,
21,52,7760003,02:09:20.3,
21,52,7765003,02:09:25.3,
21,52,7770003,02:09:30.3,
21,52,7775003,02:09:35.3,
21,52,7780003,02:09:40.3,
21,52,7785004,02:09:45.4,
21,52,7790003,02:09:50.3,
21,52,7795003,02:09:55.3,
21,52,7800003,02:10:00.3,
21,52,7805003,02:10:05.3,
21,52,7810003,02:10:10.3,
21,52,7815003,02:10:15.3,
21,52,7820003,02:10:20.3,
21,52,7825003,02:10:25.3,
21,52,7830003,02:10:30.3,
21,52,7835003,02:10:35.3,
21,52,7840003,02:10:40.3,
21,52,7845003,02:10:45.3,
21,52,7850003,02:10:50.3,
21,53,7855003,02:10:55.3,
21,52,7860003,02:11:00.3,
21,52,7865004,02:11:05.4,
21,52,7870003,02:11:10.3,
21,52,7875003,02:11:15.3,
21,52,7880003,02:11:20.3,
21,53,7885004,02:11:25.4,
21,53,7890003,02:11:30.3,
21,53,7895003,02:11:35.3,
21,52,7900003,02:11:40.3,
21,52,7905003,02:11:45.3,
21,53,7910003,02:11:50.3,
21,52,7915003,02:11:55.3,
21,53,7920003,02:12:00.3,
21,53,7925003,02:12:05.3,
21,53,7930003,02:12:10.3,
21,52,7935003,02:12:15.3,
21,53,7940003,02:12:20.3,
21,52,7945004,02:12:25.4,
21,53,7950003,02:12:30.3,
21,53,7955004,02:12:35.4,
21,53,7960003,02:12:40.3,
21,53,7965003,02:12:45.3,
21,53,7970003,02:12:50.3,
21,53,7975003,02:12:55.3,
21,53,7980003,02:13:00.3,
21,52,7985003,02:13:05.3,
21,53,7990003,02:13:10.3,
21,53,7995003,02:13:15.3,
21,53,8000004,02:13:20.4,
21,53,8005003,02:13:25.3,
21,53,8010003,02:13:30.3,
21,53,8015003,02:13:35.3,
21,53,8020003,02:13:40.3,
21,53,8025004,02:13:45.4,
21,53,8030003,02:13:50.3,
21,53,8035003,02:13:55.3,
21,53,8040003,02:14:00.3,
21,52,8045003,02:14:05.3,
21,53,8050003,02:14:10.3,
21,53,8055003,02:14:15.3,
21,53,8060003,02:14:20.3,
21,53,8065003,02:14:25.3,
21,53,8070003,02:14:30.3,
21,53,8075003,02:14:35.3,
21,53,8080003,02:14:40.3,
21,53,8085003,02:14:45.3,
21,53,8090003,02:14:50.3,
21,53,8095003,02:14:55.3,
21,53,8100003,02:15:00.3,
21,53,8105004,02:15:05.4,
21,53,8110003,02:15:10.3,
21,53,8115003,02:15:15.3,
21,53,8120003,02:15:20.3,
21,53,8125003,02:15:25.3,
21,53,8130003,02:15:30.3,
21,53,8135003,02:15:35.3,
21,53,8140003,02:15:40.3,
21,53,8145003,02:15:45.3,
21,53,8150003,02:15:50.3,
21,53,8155003,02:15:55.3,
21,53,8160003,02:16:00.3,
21,53,8165003,02:16:05.3,
21,53,8170003,02:16:10.3,
21,53,8175003,02:16:15.3,
21,53,8180003,02:16:20.3,
21,53,8185004,02:16:25.4,
21,53,8190003,02:16:30.3,
21,53,8195003,02:16:35.3,
21,53,8200003,02:16:40.3,
