Test at 17:52,,,,y = 2E-10x3 - 2E-06x2 + 0.0058x + 49.68
21,53,8205003,02:16:45.3,
21,53,8210003,02:16:50.3,
21,53,8215003,02:16:55.3,
21,53,8220003,02:17:00.3,
21,53,8225003,02:17:05.3,
21,53,8230003,02:17:10.3,
21,53,8235003,02:17:15.3,
21,53,8240003,02:17:20.3,
21,53,8245003,02:17:25.3,
21,53,8250003,02:17:30.3,
21,53,8255003,02:17:35.3,
21,53,8260003,02:17:40.3,
21,53,8265004,02:17:45.4,
21,53,8270003,02:17:50.3,
21,53,8275003,02:17:55.3,
21,53,8280003,02:18:00.3,
21,53,8285003,02:18:05.3,
21,53,8290003,02:18:10.3,
21,53,8295003,02:18:15.3,
21,53,8300003,02:18:20.3,
21,53,8305003,02:18:25.3,
21,53,8310003,02:18:30.3,
21,53,8315003,02:18:35.3,
21,53,8320003,02:18:40.3,
21,53,8325003,02:18:45.3,
21,53,8330003,02:18:50.3,
21,53,8335003,02:18:55.3,
21,53,8340003,02:19:00.3,
21,53,8345004,02:19:05.4,
21,53,8350003,02:19:10.3,
21,53,8355003,02:19:15.3,
21,53,8360003,02:19:20.3,
21,53,8365003,02:19:25.3,
21,53,8370003,02:19:30.3,
21,53,8375003,02:19:35.3,
21,53,8380003,02:19:40.3,
21,53,8385003,02:19:45.3,
21,53,8390003,02:19:50.3,
21,53,8395003,02:19:55.3,
21,53,8400003,02:20:00.3,
21,53,8405003,02:20:05.3,
21,53,8410003,02:20:10.3,
21,53,8415003,02:20:15.3,
21,53,8420003,02:20:20.3,
21,53,8425004,02:20:25.4,
21,53,8430003,02:20:30.3,
21,53,8435003,02:20:35.3,
21,53,8440003,02:20:40.3,
21,53,8445003,02:20:45.3,
21,53,8450003,02:20:50.3,
21,53,8455003,02:20:55.3,
21,53,8460003,02:21:00.3,
21,53,8465003,02:21:05.3,
21,53,8470003,02:21:10.3,
21,53,8475003,02:21:15.3,
21,53,8480003,02:21:20.3,
21,53,8485003,02:21:25.3,
21,53,8490003,02:21:30.3,
21,53,8495003,02:21:35.3,
21,53,8500003,02:21:40.3,
21,53,8505004,02:21:45.4,
21,53,8510003,02:21:50.3,
21,53,8515003,02:21:55.3,
21,53,8520003,02:22:00.3,
21,53,8525006,02:22:05.6,
21,53,8530003,02:22:10.3,
21,53,8535003,02:22:15.3,
21,53,8540003,02:22:20.3,
21,53,8545003,02:22:25.3,
21,53,8550003,02:22:30.3,
21,53,8555003,02:22:35.3,
21,53,8560003,02:22:40.3,
21,53,8565003,02:22:45.3,
21,53,8570003,02:22:50.3,
21,53,8575003,02:22:55.3,
21,53,8580003,02:23:00.3,
21,53,8585004,02:23:05.4,
21,53,8590003,02:23:10.3,
21,53,8595003,02:23:15.3,
21,53,8600003,02:23:20.3,
21,53,8605003,02:23:25.3,
21,53,8610003,02:23:30.3,
21,53,8615003,02:23:35.3,
21,53,8620003,02:23:40.3,
21,53,8625003,02:23:45.3,
21,53,8630003,02:23:50.3,
21,53,8635003,02:23:55.3,
21,53,8640003,02:24:00.3,
21,53,8645003,02:24:05.3,
21,53,8650003,02:24:10.3,
21,53,8655003,02:24:15.3,
21,53,8660003,02:24:20.3,
21,53,8665004,02:24:25.4,
21,53,8670003,02:24:30.3,
21,53,8675003,02:24:35.3,
21,53,8680003,02:24:40.3,
21,53,8685003,02:24:45.3,
21,53,8690003,02:24:50.3,
21,53,8695003,02:24:55.3,
21,53,8700003,02:25:00.3,
21,53,8705003,02:25:05.3,
21,53,8710003,02:25:10.3,
21,53,8715003,02:25:15.3,
21,53,8720003,02:25:20.3,
21,53,8725003,02:25:25.3,
21,53,8730003,02:25:30.3,
21,53,8735003,02:25:35.3,
21,53,8740003,02:25:40.3,
21,53,8745004,02:25:45.4,
21,53,8750003,02:25:50.3,
21,53,8755003,02:25:55.3,
21,53,8760003,02:26:00.3,
21,53,8765003,02:26:05.3,
21,53,8770003,02:26:10.3,
21,53,8775003,02:26:15.3,
21,53,8780003,02:26:20.3,
21,53,8785003,02:26:25.3,
21,53,8790003,02:26:30.3,
21,53,8795003,02:26:35.3,
21,53,8800003,02:26:40.3,
21,53,8805003,02:26:45.3,
21,53,8810009,02:26:50.9,
21,53,8815005,02:26:55.5,
21,53,8820003,02:27:00.3,
21,53,8825004,02:27:05.4,
21,53,8830003,02:27:10.3,
21,53,8835003,02:27:15.3,
21,53,8840003,02:27:20.3,
21,53,8845003,02:27:25.3,
21,53,8850003,02:27:30.3,
21,53,8855003,02:27:35.3,
21,53,8860003,02:27:40.3,
21,53,8865003,02:27:45.3,
21,53,8870003,02:27:50.3,
21,53,8875003,02:27:55.3,
21,53,8880003,02:28:00.3,
21,53,8885003,02:28:05.3,
21,53,8890003,02:28:10.3,
21,53,8895003,02:28:15.3,
21,53,8900003,02:28:20.3,
21,53,8905004,02:28:25.4,
21,53,8910003,02:28:30.3,
21,53,8915003,02:28:35.3,
21,53,8920003,02:28:40.3,
21,53,8925003,02:28:45.3,
21,53,8930003,02:28:50.3,
21,53,8935003,02:28:55.3,
21,53,8940003,02:29:00.3,
21,53,8945003,02:29:05.3,
21,53,8950003,02:29:10.3,
21,53,8955011,02:29:15.11,
21,53,8960003,02:29:20.3,
21,53,8965003,02:29:25.3,
21,53,8970003,02:29:30.3,
21,53,8975003,02:29:35.3,
21,53,8980003,02:29:40.3,
21,53,8985004,02:29:45.4,
21,53,8990003,02:29:50.3,
21,53,8995003,02:29:55.3,
21,53,9000003,02:30:00.3,
21,53,9005003,02:30:05.3,
21,53,9010003,02:30:10.3,
21,53,9015003,02:30:15.3,
21,53,9020003,02:30:20.3,
21,53,9025003,02:30:25.3,
21,53,9030003,02:30:30.3,
21,53,9035003,02:30:35.3,
21,53,9040003,02:30:40.3,
21,53,9045003,02:30:45.3,
21,53,9050003,02:30:50.3,
21,53,9055003,02:30:55.3,
21,53,9060003,02:31:00.3,
21,53,9065004,02:31:05.4,
21,53,9070003,02:31:10.3,
21,53,9075003,02:31:15.3,
21,53,9080003,02:31:20.3,
21,53,9085003,02:31:25.3,
21,53,9090003,02:31:30.3,
21,53,9095003,02:31:35.3,
21,53,9100003,02:31:40.3,
21,53,9105003,02:31:45.3,
21,53,9110003,02:31:50.3,
21,53,9115003,02:31:55.3,
21,53,9120003,02:32:00.3,
21,53,9125003,02:32:05.3,
21,53,9130003,02:32:10.3,
21,53,9135003,02:32:15.3,
21,53,9140003,02:32:20.3,
21,53,9145004,02:32:25.4,
21,53,9150003,02:32:30.3,
21,53,9155003,02:32:35.3,
21,53,9160003,02:32:40.3,
21,53,9165003,02:32:45.3,
21,53,9170003,02:32:50.3,
21,53,9175003,02:32:55.3,
21,53,9180003,02:33:00.3,
21,53,9185003,02:33:05.3,
21,53,9190003,02:33:10.3,
21,53,9195003,02:33:15.3,
21,53,9200003,02:33:20.3,
21,53,9205003,02:33:25.3,
21,53,9210003,02:33:30.3,
21,53,9215003,02:33:35.3,
21,53,9220003,02:33:40.3,
21,53,9225004,02:33:45.4,
21,53,9230003,02:33:50.3,
21,53,9235003,02:33:55.3,
21,53,9240003,02:34:00.3,
21,53,9245003,02:34:05.3,
21,53,9250003,02:34:10.3,
21,53,9255003,02:34:15.3,
21,53,9260003,02:34:20.3,
21,53,9265003,02:34:25.3,
21,53,9270003,02:34:30.3,
21,53,9275003,02:34:35.3,
21,53,9280003,02:34:40.3,
21,53,9285003,02:34:45.3,
21,53,9290003,02:34:50.3,
21,53,9295003,02:34:55.3,
21,53,9300003,02:35:00.3,
21,53,9305004,02:35:05.4,
21,53,9310003,02:35:10.3,
21,53,9315003,02:35:15.3,
21,53,9320003,02:35:20.3,
21,53,9325003,02:35:25.3,
21,53,9330003,02:35:30.3,
21,53,9335003,02:35:35.3,
21,53,9340003,02:35:40.3,
21,53,9345003,02:35:45.3,
21,53,9350003,02:35:50.3,
21,53,9355003,02:35:55.3,
21,53,9360003,02:36:00.3,
21,53,9365003,02:36:05.3,
21,53,9370003,02:36:10.3,
21,53,9375003,02:36:15.3,
21,53,9380003,02:36:20.3,
21,53,9385004,02:36:25.4,
21,53,9390003,02:36:30.3,
21,53,9395003,02:36:35.3,
21,53,9400003,02:36:40.3,
21,53,9405003,02:36:45.3,
21,53,9410003,02:36:50.3,
21,53,9415003,02:36:55.3,
21,53,9420003,02:37:00.3,
21,53,9425003,02:37:05.3,
21,53,9430003,02:37:10.3,
21,53,9435003,02:37:15.3,
21,53,9440003,02:37:20.3,
21,53,9445003,02:37:25.3,
21,53,9450003,02:37:30.3,
21,53,9455003,02:37:35.3,
21,53,9460003,02:37:40.3,
21,53,9465004,02:37:45.4,
21,53,9470003,02:37:50.3,
21,53,9475003,02:37:55.3,
21,53,9480003,02:38:00.3,
21,53,9485003,02:38:05.3,
21,53,9490003,02:38:10.3,
21,53,9495003,02:38:15.3,
21,53,9500003,02:38:20.3,
21,53,9505003,02:38:25.3,
21,53,9510003,02:38:30.3,
21,53,9515003,02:38:35.3,
21,53,9520003,02:38:40.3,
21,53,9525003,02:38:45.3,
21,53,9530003,02:38:50.3,
21,53,9535003,02:38:55.3,
21,53,9540003,02:39:00.3,
21,53,9545004,02:39:05.4,
21,53,9550003,02:39:10.3,
21,53,9555003,02:39:15.3,
21,53,9560003,02:39:20.3,
21,53,9565003,02:39:25.3,
21,53,9570003,02:39:30.3,
21,53,9575003,02:39:35.3,
21,53,9580003,02:39:40.3,
21,53,9585003,02:39:45.3,
21,53,9590003,02:39:50.3,
21,53,9595003,02:39:55.3,
21,53,9600003,02:40:00.3,
21,53,9605003,02:40:05.3,
21,53,9610003,02:40:10.3,
21,53,9615003,02:40:15.3,
21,53,9620003,02:40:20.3,
21,53,9625004,02:40:25.4,
21,53,9630003,02:40:30.3,
21,53,9635003,02:40:35.3,
21,53,9640003,02:40:40.3,
21,53,9645003,02:40:45.3,
21,53,9650003,02:40:50.3,
21,53,9655003,02:40:55.3,
21,53,9660003,02:41:00.3,
21,53,9665003,02:41:05.3,
21,53,9670003,02:41:10.3,
21,53,9675003,02:41:15.3,
21,53,9680003,02:41:20.3,
21,53,9685003,02:41:25.3,
21,53,9690003,02:41:30.3,
21,53,9695003,02:41:35.3,
21,53,9700003,02:41:40.3,
21,53,9705004,02:41:45.4,
21,53,9710003,02:41:50.3,
21,53,9715003,02:41:55.3,
21,53,9720003,02:42:00.3,
21,53,9725003,02:42:05.3,
21,53,9730003,02:42:10.3,
21,53,9735003,02:42:15.3,
21,53,9740007,02:42:20.7,
21,53,9745003,02:42:25.3,
21,53,9750003,02:42:30.3,
21,53,9755003,02:42:35.3,
21,53,9760003,02:42:40.3,
21,53,9765003,02:42:45.3,
21,53,9770003,02:42:50.3,
21,53,9775003,02:42:55.3,
21,53,9780003,02:43:00.3,
21,53,9785004,02:43:05.4,
21,53,9790003,02:43:10.3,
21,53,9795003,02:43:15.3,
21,53,9800003,02:43:20.3,
21,53,9805003,02:43:25.3,
21,53,9810003,02:43:30.3,
21,53,9815003,02:43:35.3,
21,53,9820003,02:43:40.3,
21,53,9825003,02:43:45.3,
21,53,9830003,02:43:50.3,
21,53,9835003,02:43:55.3,
21,53,9840003,02:44:00.3,
21,53,9845003,02:44:05.3,
21,53,9850003,02:44:10.3,
21,53,9855003,02:44:15.3,
21,53,9860003,02:44:20.3,
21,53,9865004,02:44:25.4,
21,53,9870003,02:44:30.3,
21,53,9875003,02:44:35.3,
21,53,9880003,02:44:40.3,
21,53,9885004,02:44:45.4,
21,53,9890003,02:44:50.3,
21,53,9895003,02:44:55.3,
21,53,9900003,02:45:00.3,
21,53,9905003,02:45:05.3,
21,53,9910003,02:45:10.3,
21,53,9915003,02:45:15.3,
21,53,9920003,02:45:20.3,
21,53,9925003,02:45:25.3,
21,53,9930003,02:45:30.3,
21,53,9935003,02:45:35.3,
21,53,9940003,02:45:40.3,
21,53,9945004,02:45:45.4,
21,53,9950003,02:45:50.3,
21,53,9955003,02:45:55.3,
21,53,9960003,02:46:00.3,
21,53,9965003,02:46:05.3,
21,53,9970003,02:46:10.3,
21,53,9975003,02:46:15.3,
21,53,9980003,02:46:20.3,
21,53,9985003,02:46:25.3,
21,53,9990003,02:46:30.3,
21,53,9995003,02:46:35.3,
21,53,10000003,02:46:40.3,
21,53,10005003,02:46:45.3,
21,53,10010003,02:46:50.3,
21,53,10015003,02:46:55.3,
21,53,10020003,02:47:00.3,
21,53,10025004,02:47:05.4,
21,53,10030003,02:47:10.3,
21,53,10035003,02:47:15.3,
21,53,10040003,02:47:20.3,
21,53,10045003,02:47:25.3,
21,53,10050003,02:47:30.3,
21,53,10055003,02:47:35.3,
21,53,10060003,02:47:40.3,
21,53,10065003,02:47:45.3,
21,53,10070003,02:47:50.3,
21,53,10075003,02:47:55.3,
21,53,10080003,02:48:00.3,
21,53,10085003,02:48:05.3,
21,53,10090003,02:48:10.3,
21,53,10095003,02:48:15.3,
21,53,10100003,02:48:20.3,
21,53,10105004,02:48:25.4,
21,53,10110003,02:48:30.3,
21,53,10115003,02:48:35.3,
21,53,10120003,02:48:40.3,
21,53,10125003,02:48:45.3,
21,53,10130003,02:48:50.3,
21,53,10135003,02:48:55.3,
21,53,10140003,02:49:00.3,
21,53,10145003,02:49:05.3,
21,53,10150003,02:49:10.3,
21,53,10155003,02:49:15.3,
21,53,10160003,02:49:20.3,
21,53,10165003,02:49:25.3,
21,53,10170003,02:49:30.3,
21,53,10175003,02:49:35.3,
21,53,10180003,02:49:40.3,
21,53,10185004,02:49:45.4,
21,53,10190003,02:49:50.3,
21,53,10195003,02:49:55.3,
21,53,10200003,02:50:00.3,
21,53,10205003,02:50:05.3,
21,53,10210003,02:50:10.3,
21,53,10215003,02:50:15.3,
21,53,10220003,02:50:20.3,
21,53,10225003,02:50:25.3,
21,53,10230003,02:50:30.3,
21,53,10235003,02:50:35.3,
21,53,10240005,02:50:40.5,
21,53,10245003,02:50:45.3,
21,53,10250003,02:50:50.3,
21,53,10255003,02:50:55.3,
21,53,10260003,02:51:00.3,
21,53,10265004,02:51:05.4,
21,53,10270003,02:51:10.3,
21,53,10275003,02:51:15.3,
21,53,10280003,02:51:20.3,
21,53,10285003,02:51:25.3,
21,53,10290003,02:51:30.3,
21,53,10295003,02:51:35.3,
21,53,10300003,02:51:40.3,
21,53,10305003,02:51:45.3,
21,53,10310003,02:51:50.3,
21,53,10315003,02:51:55.3,
21,53,10320003,02:52:00.3,
21,53,10325003,02:52:05.3,
21,53,10330003,02:52:10.3,
21,53,10335003,02:52:15.3,
21,53,10340003,02:52:20.3,
21,53,10345004,02:52:25.4,
21,53,10350003,02:52:30.3,
21,53,10355003,02:52:35.3,
21,53,10360003,02:52:40.3,
21,53,10365003,02:52:45.3,
21,53,10370003,02:52:50.3,
21,53,10375003,02:52:55.3,
21,53,10380003,02:53:00.3,
21,53,10385009,02:53:05.9,
21,53,10390003,02:53:10.3,
21,53,10395003,02:53:15.3,
21,53,10400003,02:53:20.3,
21,53,10405003,02:53:25.3,
21,53,10410003,02:53:30.3,
21,53,10415003,02:53:35.3,
21,53,10420003,02:53:40.3,
21,53,10425004,02:53:45.4,
21,53,10430003,02:53:50.3,
21,53,10435003,02:53:55.3,
21,53,10440003,02:54:00.3,
21,53,10445003,02:54:05.3,
21,53,10450003,02:54:10.3,
21,53,10455003,02:54:15.3,
21,53,10460003,02:54:20.3,
21,53,10465003,02:54:25.3,
21,53,10470003,02:54:30.3,
21,53,10475003,02:54:35.3,
21,53,10480003,02:54:40.3,
21,53,10485003,02:54:45.3,
21,53,10490003,02:54:50.3,
21,53,10495003,02:54:55.3,
21,53,10500003,02:55:00.3,
21,53,10505004,02:55:05.4,
21,53,10510003,02:55:10.3,
21,53,10515003,02:55:15.3,
21,53,10520003,02:55:20.3,
21,53,10525003,02:55:25.3,
21,53,10530003,02:55:30.3,
21,53,10535003,02:55:35.3,
21,53,10540003,02:55:40.3,
21,53,10545003,02:55:45.3,
21,53,10550003,02:55:50.3,
21,53,10555003,02:55:55.3,
21,53,10560003,02:56:00.3,
21,53,10565003,02:56:05.3,
21,53,10570003,02:56:10.3,
21,53,10575003,02:56:15.3,
21,53,10580003,02:56:20.3,
21,53,10585004,02:56:25.4,
21,53,10590003,02:56:30.3,
21,53,10595003,02:56:35.3,
21,53,10600003,02:56:40.3,
21,53,10605003,02:56:45.3,
21,53,10610003,02:56:50.3,
21,53,10615003,02:56:55.3,
21,53,10620003,02:57:00.3,
21,53,10625003,02:57:05.3,
21,53,10630003,02:57:10.3,
21,53,10635003,02:57:15.3,
21,53,10640003,02:57:20.3,
21,53,10645003,02:57:25.3,
21,53,10650003,02:57:30.3,
21,53,10655003,02:57:35.3,
21,53,10660003,02:57:40.3,
21,53,10665004,02:57:45.4,
21,53,10670009,02:57:50.9,
21,53,10675003,02:57:55.3,
21,53,10680003,02:58:00.3,
21,53,10685003,02:58:05.3,
21,53,10690003,02:58:10.3,
21,53,10695003,02:58:15.3,
21,53,10700003,02:58:20.3,
21,53,10705003,02:58:25.3,
21,53,10710003,02:58:30.3,
21,53,10715003,02:58:35.3,
21,53,10720003,02:58:40.3,
21,53,10725003,02:58:45.3,
21,53,10730003,02:58:50.3,
21,53,10735003,02:58:55.3,
21,53,10740003,02:59:00.3,
21,53,10745004,02:59:05.4,
21,53,10750003,02:59:10.3,
21,53,10755003,02:59:15.3,
21,53,10760003,02:59:20.3,
21,53,10765003,02:59:25.3,
21,53,10770003,02:59:30.3,
21,54,10775003,02:59:35.3,
21,54,10780003,02:59:40.3,
21,54,10785003,02:59:45.3,
21,54,10790003,02:59:50.3,
21,54,10795003,02:59:55.3,
21,54,10800003,03:00:00.3,
21,54,10805003,03:00:05.3,
21,54,10810003,03:00:10.3,
21,54,10815003,03:00:15.3,
21,54,10820003,03:00:20.3,
21,54,10825004,03:00:25.4,
21,54,10830003,03:00:30.3,
21,54,10835003,03:00:35.3,
21,54,10840003,03:00:40.3,
21,54,10845003,03:00:45.3,
21,54,10850003,03:00:50.3,
21,54,10855003,03:00:55.3,
21,54,10860003,03:01:00.3,
21,54,10865003,03:01:05.3,
21,54,10870003,03:01:10.3,
21,54,10875003,03:01:15.3,
21,54,10880003,03:01:20.3,
21,54,10885003,03:01:25.3,
21,54,10890003,03:01:30.3,
21,54,10895003,03:01:35.3,
21,54,10900003,03:01:40.3,
21,54,10905004,03:01:45.4,
21,54,10910003,03:01:50.3,
21,54,10915003,03:01:55.3,
21,54,10920003,03:02:00.3,
21,54,10925003,03:02:05.3,
21,54,10930003,03:02:10.3,
21,54,10935003,03:02:15.3,
21,54,10940003,03:02:20.3,
21,54,10945003,03:02:25.3,
21,54,10950003,03:02:30.3,
21,54,10955003,03:02:35.3,
21,54,10960003,03:02:40.3,
21,54,10965003,03:02:45.3,
21,54,10970003,03:02:50.3,
21,54,10975003,03:02:55.3,
21,54,10980003,03:03:00.3,
21,54,10985004,03:03:05.4,
21,54,10990003,03:03:10.3,
21,54,10995003,03:03:15.3,
21,54,11000003,03:03:20.3,
21,54,11005003,03:03:25.3,
21,54,11010003,03:03:30.3,
21,54,11015003,03:03:35.3,
21,54,11020003,03:03:40.3,
21,54,11025003,03:03:45.3,
21,54,11030003,03:03:50.3,
21,54,11035003,03:03:55.3,
21,54,11040003,03:04:00.3,
21,54,11045003,03:04:05.3,
21,54,11050003,03:04:10.3,
21,54,11055003,03:04:15.3,
21,54,11060003,03:04:20.3,
21,54,11065004,03:04:25.4,
21,54,11070003,03:04:30.3,
21,54,11075003,03:04:35.3,
21,54,11080003,03:04:40.3,
21,54,11085003,03:04:45.3,
21,54,11090003,03:04:50.3,
21,54,11095003,03:04:55.3,
21,54,11100003,03:05:00.3,
21,54,11105003,03:05:05.3,
21,54,11110003,03:05:10.3,
21,53,11115003,03:05:15.3,
21,54,11120003,03:05:20.3,
21,54,11125003,03:05:25.3,
21,54,11130003,03:05:30.3,
21,54,11135003,03:05:35.3,
21,54,11140003,03:05:40.3,
21,54,11145004,03:05:45.4,
21,54,11150003,03:05:50.3,
21,54,11155003,03:05:55.3,
21,54,11160003,03:06:00.3,
21,54,11165003,03:06:05.3,
21,54,11170006,03:06:10.6,
21,54,11175003,03:06:15.3,
21,54,11180003,03:06:20.3,
21,54,11185003,03:06:25.3,
21,54,11190003,03:06:30.3,
21,54,11195003,03:06:35.3,
21,54,11200003,03:06:40.3,
21,54,11205003,03:06:45.3,
21,54,11210003,03:06:50.3,
21,54,11215003,03:06:55.3,
21,54,11220003,03:07:00.3,
21,54,11225004,03:07:05.4,
21,54,11230003,03:07:10.3,
21,54,11235003,03:07:15.3,
21,54,11240003,03:07:20.3,
21,54,11245003,03:07:25.3,
21,54,11250003,03:07:30.3,
21,54,11255003,03:07:35.3,
21,54,11260003,03:07:40.3,
21,54,11265003,03:07:45.3,
21,54,11270003,03:07:50.3,
21,54,11275003,03:07:55.3,
21,54,11280003,03:08:00.3,
21,54,11285003,03:08:05.3,
21,54,11290003,03:08:10.3,
21,54,11295003,03:08:15.3,
21,54,11300003,03:08:20.3,
21,54,11305004,03:08:25.4,
21,54,11310003,03:08:30.3,
21,54,11315003,03:08:35.3,
21,54,11320003,03:08:40.3,
21,54,11325003,03:08:45.3,
21,54,11330003,03:08:50.3,
21,54,11335003,03:08:55.3,
21,54,11340003,03:09:00.3,
21,54,11345003,03:09:05.3,
21,54,11350003,03:09:10.3,
21,54,11355003,03:09:15.3,
21,54,11360003,03:09:20.3,
21,54,11365003,03:09:25.3,
21,54,11370003,03:09:30.3,
21,54,11375003,03:09:35.3,
21,54,11380003,03:09:40.3,
21,54,11385004,03:09:45.4,
21,54,11390003,03:09:50.3,
21,54,11395003,03:09:55.3,
21,54,11400003,03:10:00.3,
21,54,11405003,03:10:05.3,
21,54,11410003,03:10:10.3,
21,54,11415003,03:10:15.3,
21,54,11420003,03:10:20.3,
21,54,11425003,03:10:25.3,
21,54,11430003,03:10:30.3,
21,54,11435003,03:10:35.3,
21,54,11440003,03:10:40.3,
21,54,11445003,03:10:45.3,
21,54,11450003,03:10:50.3,
21,54,11455008,03:10:55.8,
21,54,11460004,03:11:00.4,
21,54,11465004,03:11:05.4,
21,54,11470003,03:11:10.3,
21,54,11475003,03:11:15.3,
21,54,11480003,03:11:20.3,
21,54,11485003,03:11:25.3,
21,54,11490003,03:11:30.3,
21,54,11495003,03:11:35.3,
21,54,11500003,03:11:40.3,
21,54,11505003,03:11:45.3,
21,54,11510003,03:11:50.3,
21,54,11515003,03:11:55.3,
21,54,11520003,03:12:00.3,
21,54,11525003,03:12:05.3,
21,54,11530003,03:12:10.3,
21,54,11535003,03:12:15.3,
21,54,11540003,03:12:20.3,
21,54,11545004,03:12:25.4,
21,54,11550003,03:12:30.3,
21,54,11555003,03:12:35.3,
21,54,11560003,03:12:40.3,
21,54,11565003,03:12:45.3,
21,54,11570003,03:12:50.3,
21,54,11575003,03:12:55.3,
21,54,11580003,03:13:00.3,
21,54,11585003,03:13:05.3,
21,54,11590003,03:13:10.3,
21,54,11595003,03:13:15.3,
21,54,11600010,03:13:20.10,
21,54,11605003,03:13:25.3,
21,54,11610003,03:13:30.3,
21,54,11615003,03:13:35.3,
21,54,11620003,03:13:40.3,
21,54,11625004,03:13:45.4,
21,54,11630003,03:13:50.3,
21,54,11635003,03:13:55.3,
21,54,11640003,03:14:00.3,
21,54,11645003,03:14:05.3,
21,54,11650003,03:14:10.3,
21,54,11655003,03:14:15.3,
21,53,11660003,03:14:20.3,
21,54,11665003,03:14:25.3,
21,54,11670003,03:14:30.3,
21,53,11675003,03:14:35.3,
21,54,11680003,03:14:40.3,
21,54,11685003,03:14:45.3,
21,54,11690003,03:14:50.3,
21,54,11695003,03:14:55.3,
21,54,11700003,03:15:00.3,
21,54,11705004,03:15:05.4,
21,53,11710003,03:15:10.3,
21,54,11715003,03:15:15.3,
21,53,11720003,03:15:20.3,
21,53,11725003,03:15:25.3,
21,54,11730003,03:15:30.3,
21,54,11735003,03:15:35.3,
21,53,11740003,03:15:40.3,
21,53,11745003,03:15:45.3,
21,54,11750003,03:15:50.3,
21,53,11755003,03:15:55.3,
21,54,11760003,03:16:00.3,
21,53,11765003,03:16:05.3,
21,54,11770003,03:16:10.3,
21,53,11775003,03:16:15.3,
21,54,11780003,03:16:20.3,
21,54,11785004,03:16:25.4,
21,54,11790003,03:16:30.3,
21,54,11795003,03:16:35.3,
21,53,11800003,03:16:40.3,
21,54,11805003,03:16:45.3,
21,54,11810003,03:16:50.3,
21,54,11815003,03:16:55.3,
21,54,11820003,03:17:00.3,
21,53,11825003,03:17:05.3,
21,54,11830003,03:17:10.3,
21,53,11835003,03:17:15.3,
21,54,11840003,03:17:20.3,
21,54,11845003,03:17:25.3,
21,54,11850003,03:17:30.3,
21,53,11855003,03:17:35.3,
21,53,11860003,03:17:40.3,
21,54,11865004,03:17:45.4,
21,54,11870003,03:17:50.3,
21,54,11875003,03:17:55.3,
21,53,11880003,03:18:00.3,
21,54,11885003,03:18:05.3,
21,53,11890003,03:18:10.3,
21,53,11895003,03:18:15.3,
21,53,11900003,03:18:20.3,
21,54,11905003,03:18:25.3,
21,53,11910003,03:18:30.3,
21,54,11915003,03:18:35.3,
21,53,11920003,03:18:40.3,
21,53,11925003,03:18:45.3,
21,53,11930003,03:18:50.3,
21,54,11935003,03:18:55.3,
21,53,11940003,03:19:00.3,
21,54,11945004,03:19:05.4,
21,54,11950003,03:19:10.3,
21,53,11955003,03:19:15.3,
21,54,11960003,03:19:20.3,
21,53,11965003,03:19:25.3,
21,54,11970003,03:19:30.3,
21,54,11975003,03:19:35.3,
21,53,11980003,03:19:40.3,
21,53,11985003,03:19:45.3,
21,53,11990003,03:19:50.3,
21,54,11995003,03:19:55.3,
21,53,12000003,03:20:00.3,
21,53,12005003,03:20:05.3,
21,53,12010003,03:20:10.3,
21,53,12015003,03:20:15.3,
21,54,12020003,03:20:20.3,
21,53,12025004,03:20:25.4,
21,53,12030003,03:20:30.3,
21,53,12035003,03:20:35.3,
21,53,12040003,03:20:40.3,
21,53,12045003,03:20:45.3,
21,53,12050003,03:20:50.3,
21,54,12055003,03:20:55.3,
21,53,12060003,03:21:00.3,
21,53,12065003,03:21:05.3,
21,53,12070003,03:21:10.3,
21,54,12075003,03:21:15.3,
21,53,12080003,03:21:20.3,
21,54,12085003,03:21:25.3,
21,53,12090003,03:21:30.3,
21,54,12095003,03:21:35.3,
21,54,12100005,03:21:40.5,
21,53,12105004,03:21:45.4,
21,53,12110003,03:21:50.3,
21,53,12115003,03:21:55.3,
21,53,12120003,03:22:00.3,
21,53,12125003,03:22:05.3,
21,54,12130003,03:22:10.3,
21,54,12135003,03:22:15.3,
21,54,12140003,03:22:20.3,
21,54,12145003,03:22:25.3,
21,53,12150003,03:22:30.3,
21,54,12155003,03:22:35.3,
21,54,12160003,03:22:40.3,
21,53,12165003,03:22:45.3,
21,53,12170003,03:22:50.3,
21,53,12175003,03:22:55.3,
21,53,12180003,03:23:00.3,
21,54,12185004,03:23:05.4,
21,54,12190003,03:23:10.3,
21,53,12195003,03:23:15.3,
21,53,12200003,03:23:20.3,
21,53,12205003,03:23:25.3,
21,53,12210003,03:23:30.3,
21,53,12215003,03:23:35.3,
21,53,12220003,03:23:40.3,
21,53,12225003,03:23:45.3,
21,54,12230003,03:23:50.3,
21,53,12235003,03:23:55.3,
21,53,12240003,03:24:00.3,
21,53,12245003,03:24:05.3,
21,53,12250003,03:24:10.3,
21,53,12255003,03:24:15.3,
21,53,12260003,03:24:20.3,
21,53,12265004,03:24:25.4,
21,53,12270003,03:24:30.3,
21,53,12275003,03:24:35.3,
21,53,12280003,03:24:40.3,
21,53,12285003,03:24:45.3,
21,53,12290003,03:24:50.3,
21,53,12295003,03:24:55.3,
21,53,12300003,03:25:00.3,
21,54,12305003,03:25:05.3,
