20,49,5003,00:00:05.3,,Min Temp,20,Min Hum,49,,,,,,
20,49,10004,00:00:10.4,,Max Temp,21,Max Hum,57,,,,,,
20,49,5003,00:00:05.3,,,,,,,,,,,
20,49,10003,00:00:10.3,,,,,,,,,,,
20,49,15003,00:00:15.3,,,,,,,,,,,
20,49,20003,00:00:20.3,,,,,,,,,,,
20,49,25004,00:00:25.4,,,,,,,,,,,
20,49,30003,00:00:30.3,,,,,,,,,,,
20,49,35003,00:00:35.3,,,,,,,,,,,
20,49,40004,00:00:40.4,,,,,,,,,,,
20,49,45003,00:00:45.3,,,,,,,,,,,
20,49,50003,00:00:50.3,,,,,,,,,,,
20,50,55003,00:00:55.3,,,,,,,,,,,
20,50,60003,00:01:00.3,,,,,,,,,,,
20,50,65003,00:01:05.3,,,,,,,,,,,
20,49,70003,00:01:10.3,,,,,,,,,,,
20,49,75003,00:01:15.3,,,,,,,,,,,
20,49,80005,00:01:20.5,,,,,,,,,,,
20,49,85003,00:01:25.3,,,,,,,,,,,
20,50,90003,00:01:30.3,,,,,,,,,,,
20,50,95003,00:01:35.3,,,,,,,,,,,
20,49,100003,00:01:40.3,,,,,,,,,,,
20,49,105004,00:01:45.4,,,,,,,,,,,
20,49,110003,00:01:50.3,,,,,,,,,,,
20,49,115003,00:01:55.3,,,,,,,,,,,
20,49,120003,00:02:00.3,,,,,,,,,,,
20,49,125004,00:02:05.4,,,,,,,,,,,
20,49,130003,00:02:10.3,,,,,,,,,,,
20,49,135003,00:02:15.3,,,,,,,,,,,
20,49,140003,00:02:20.3,,,,,,,,,,,
20,49,145003,00:02:25.3,,,,,,,,,,,
20,49,150003,00:02:30.3,,,,,,,,,,,
20,49,155003,00:02:35.3,,,,,,,,,,,
20,49,160003,00:02:40.3,,,,,,,,,,,
20,49,165003,00:02:45.3,,,,,,,,,,,
20,49,170003,00:02:50.3,,,,,,,,,,,
20,49,175003,00:02:55.3,,,,,,,,,,,
20,49,180003,00:03:00.3,,,,,,,,,,,
20,49,185004,00:03:05.4,,,,,,,,,,,
20,49,190004,00:03:10.4,,Moisture content of fabric,,,Relative humidity,,,,,,
20,49,195003,00:03:15.3,,------------,,x,------------,,=,Drying time (hours),,,
20,49,200003,00:03:20.3,,Evaporation rate,,,(100% - Relative humidity),,,,,,
20,49,205003,00:03:25.3,,,,,,,,,,,
20,49,210003,00:03:30.3,,0.3,,0.49,,,,,,,
20,49,215003,00:03:35.3,,------------,x,------------,=,8.333333333,x,0.960784314,=,8.006535948,
20,49,220003,00:03:40.3,,0.036,,0.51,,,,,,,
20,49,225003,00:03:45.3,,,,,,,,,,,
20,49,230003,00:03:50.3,,,,,,,,Relative humidity,,,
20,49,235003,00:03:55.3,,Drying time (hours),,*,Evaporation rate,,*,------------,,=,Moisture content of fabric
20,49,240003,00:04:00.3,,,,,,,,(100% - Relative humidity),,,
20,49,245003,00:04:05.3,,,,,,,,,,,
20,49,250003,00:04:10.3,,,,,,0.51,,,,,
20,49,255003,00:04:15.3,,8,*,0.036,*,------------,=,0.299755102,,,
20,49,260003,00:04:20.3,,,,,,0.49,,,,,
20,49,265004,00:04:25.4,,,,,,,,,,,
20,49,270003,00:04:30.3,,,,,,,,,,,
20,49,275003,00:04:35.3,,,,,,,,,,,
20,49,280003,00:04:40.3,,,,,,,,,,,
20,49,285003,00:04:45.3,,,,,,,,,,,
20,49,290003,00:04:50.3,,,,,,,,,,,
20,49,295003,00:04:55.3,,,,,,,,,,,
20,49,300003,00:05:00.3,,,,,,,,,,,
20,49,305003,00:05:05.3,,,,,,,,,,,
